expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,animate,person,properNoun,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,wh_np_verb,responsive,passive,strict_intrans,strict_trans,causative,spray_load,inchoative,agentive,event,adjs,restrictor_DE,scope_DE,NPI,agent,occupation,clothing,appearance,physical,conceptual,artifact,start_with_vowel,frontable,gender,irrpl,special_en_form,irr_verb,irr_past,document,negated,locale,institution,arg_clause,homophonous,pluralform,singularform,sgequalspl,topic,image,v_embed_sc,change_of_state,initial_state,change_arg,vehicle,vegetable,food,light,liquid,animal,openable,climbable,cleanable,buildable,drinkable,singable,boat,money,interior,quantifier,antonym,locative_prepositions,synonym_hypernym_hyponym,OOV_inductive_biases,over,base_ed,past_ed,is_in_cds
Sheila,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tanya,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tamara,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Margaret,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Heidi,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Kristen,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Kirsten,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
April,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Carolyn,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Victoria,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Veronica,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Lissa,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Regina,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
Suzanne,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Laurie,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Deanna,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Melanie,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Beth,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Melinda,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Carla,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Karla,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
Jodi,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Janet,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Valerie,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tiffany,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Marla,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
Kayla,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
Amelia,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Amanda,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Erin,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Danielle,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Connie,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Claire,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Colleen,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Julia,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sabrina,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Alicia,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Naomi,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Allison,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Martha,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Natalie,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Janice,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Vanessa,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Samantha,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Beverly,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
Carmen,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Marie,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Becky,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Emily,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Rose,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Judy,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Ellen,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Helen,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sonia,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jane,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Alice,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Elaine,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Caroline,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Meredith,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Kendra,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Irene,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Eva,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Ella,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Candice,N,N,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
sister of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,sisters of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sisters of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,sister of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
brother of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,brothers of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
brothers of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,brother of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
daughter of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,daughters of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
daughters of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,daughter of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
son of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,sons of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sons of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,son of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mother of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,mothers of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mothers of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,mother of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
father of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,fathers of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
fathers of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,father of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cousin of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,cousins of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cousins of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,cousin of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
niece of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,nieces of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nieces of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,niece of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nephew of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,nephews of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nephews of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,nephew of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandmother of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,grandmothers of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandmothers of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,grandmother of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandfather of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,grandfathers of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandfathers of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,grandfather of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
granddaughter of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,granddaughters of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
granddaughters of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,granddaughter of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
grandson of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,grandsons of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandsons of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,grandson of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
friend of,N/NP,RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,friends of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
friends of,N/NP,RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,friend of,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sister,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sisters,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,sister,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
brother,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
brothers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
daughter,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,daughters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
daughters,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
son,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,sons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sons,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,son,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mother,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,mothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
mothers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
father,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,fathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
fathers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,father,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cousin,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,cousins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cousins,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,n,,,,,1,,,,,,,cousin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
niece,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,nieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nieces,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nephew,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,nephews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
nephews,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandmother,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,grandmothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandmothers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,grandmother,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandfather,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,grandfathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
grandfathers,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,m,,,,,1,,,,,,,grandfather,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
granddaughter,N\NP[poss],RelN,,1,,1,1,0,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,granddaughters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
granddaughters,N\NP[poss],RelN,,1,,1,0,1,0,1,,0,,,,,,,,animate=1,,,,,,,,,,,,,,,,,,1,,,,1,,,0,,f,,,,,1,,,,,,,granddaughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
